Lyrics,Count
accent,1
"Albuquerque,",1
Believe!,1
Forced,1
trench,1
biatch),1
Jiggy,1
OBJ,1
"aight,",1
(HELL,1
Snoop'll,1
lemon,1
bashful,1
pills?,1
pendeltons,1
holds,1
"Rica,",1
"pick,",1
flakes,1
Star.,1
excite,1
villfredo,1
ryders),1
Toastin',1
Lo-lo's!,1
(So),1
UH,1
questioned,1
(feet),1
"Wizzy,",1
"black-owned,",1
tounge,1
burt,1
Smackin,1
(fairy,1
lone,1
9s,1
bomp,1
sincere,1
Mercury,1
"miracle,",1
[BRidge],1
"ya"",suffer",1
smalla,1
"Hunter,",1
Herm,1
거시기하고,1
Gangstaz,1
Bigsta,1
laxed,1
strangle,1
wrip,1
Turkish,1
"concealed,",1
short?,1
scoped,1
KL,1
riffle,1
crushin',1
U-turn,1
tizzeam,1
runnin'?,1
"Denisha,",1
knotted,1
Pool,1
"a.m.,",1
saddle,1
streets'll,1
Zags,1
fraid,1
whoppers,1
"Ugn,",1
"시험해,",1
residential,1
"driving,",1
did.,1
Larenz,1
wanted',1
Nigga!,1
ruckers,1
"uzi,",1
ninety-four's,1
"ain't...wrong...right,",1
syke,1
(Bitch!),1
(die,1
stealers,1
1/4/07,1
Cog-nac,1
EaZy,1
"alligators,",1
*?toetone?*,1
grandson,1
delt,1
won'tcha,1
mice,1
"Hoo-Banging,",1
calliop,1
Redneck,1
question's,1
trippas,1
"loner,",1
Regulatin',1
nit,1
instigator,1
nerf,1
idol,1
funky-ass,1
Unlike,1
"palm,",1
Ja,1
California),1
Dubb,1
dramaticness,1
(Tray):,1
Changed,1
P.O.U.N.D.,1
vitamin,1
"visualizin',",1
"blowup,",1
"merchant,",1
Signed,1
"infra,",1
brubble,1
Ba-ba-bang,1
"grippin?,",1
color's,1
Nuggets,1
(talkin,1
rackin',1
hypes,1
"Fox,",1
"def',",1
Plottin',1
YG,1
stamped,1
"homegirl,",1
fags,1
discourage,1
anus,1
cashflow,1
differently,1
"serve,",1
"chef,",1
"satisfied,",1
Damn!,1
south's,1
Spinks,1
"Oink,",1
"""Kelly",1
panorama,1
Farnsworth.,1
win.,1
Na-na-na-na,1
ceramonies,1
"poured,",1
"minks,",1
Jigga,1
(wat,1
d-i-e,1
"clackin,",1
"""the",1
Charmin,1
paper?,1
Nathanael,1
residue,1
"lift,",1
Checked,1
starks,1
D-I-P,1
fizz.,1
cheese?,1
"shedded,",1
feat,1
Lime,1
semi,1
Mixtapes,1
Mauseberg,1
(Battlecat),1
(unh,1
{gets,1
"leafs,",1
chil-li-li-li-li-n..,1
quién,1
emcee?,1
"(who),",1
Ja',1
mignonne,1
tonight',1
"damas,",1
cooper,1
booing,1
dessert.,1
tims,1
Buying,1
"Jean,",1
savory,1
Whoop,1
duckets,1
st-st-stutter,1
compartment,1
THC4,1
"dishing,",1
'gram,1
too-$hort-hand-me-down,1
"Walton,",1
Juan.,1
fat-ass,1
Front,1
"'cha,",1
from;,1
dollar?,1
"rifle,",1
"Bonds,",1
sac,1
quic,1
guardians,1
"noon,",1
D-P-G-C,1
Rodman,1
"Indo,",1
Male,1
bandanna's,1
_Bad_,1
pistas,1
West),1
cheese),1
"Bloods,",1
agency?,1
Adapts,1
anti-brake,1
Whistle,1
Representing,1
eruption...,1
"D-O-Double,",1
Yam,1
Lumidee,1
Ole,1
"cackies,",1
"amounts,",1
"choke,",1
Remmey,1
"subdue,",1
"one),",1
#NAME?,1
(Yeah?,1
pain?,1
Esse,1
"delay""",1
Shovel,1
E'rything,1
"flashing,",1
lollapalooza,1
Brush,1
educated,1
배를,1
Corleones,1
argue,1
"snitch?""",1
err'night,1
(stacking,1
"dad,",1
bogus,1
"blista,",1
dwizzle,1
hittn',1
belive,1
why'knahmean?,1
nodding,1
alphabet,1
"aiight,",1
D-o-double-g,1
"Elementary,",1
dryin',1
Caliope,1
relatives,1
"goodness,",1
(has,1
bet?,1
delimits,1
Dicky,1
"Kap,",1
[LBC,1
magnifying,1
"spot,my",1
siri?,1
"hypothesis,",1
"Backyard,",1
alfred,1
issues,1
"wear,",1
wus,1
[I'm,1
Compare,1
weenies,1
creator,1
D-O-Dubb,1
bucka,1
stormy,1
detect,1
frog,1
"Bree,",1
Champaign,1
Cali-for-ni-a,1
"Adams,",1
thumps,1
(Gangsta,1
forealla,1
[soopafly],1
"Land,",1
Hmm...ain't,1
"plan,",1
"session,",1
deputies,1
"mayn,",1
"fellatio,",1
"wham,",1
"B-Dogg,",1
Swerve,1
playyy,1
"Payless,",1
"manners,",1
dude's,1
"9-9,",1
Lookin?,1
"Parks,",1
1999,1
kennel,1
Teatley,1
coffee?,1
"Shiit,",1
"show-girlz,",1
Pedicure,1
slept,1
batter,1
'im...they,1
(Qué,1
DBG,1
shankin,1
"poundin,",1
titanium,1
"Snoop""",1
biker,1
player.,1
whet,1
"despise,",1
(go),1
Wreckin',1
"craft,",1
E.V.E...,1
Puffing,1
"""yo",1
"program,",1
(wake,1
wildin',1
rocked!,1
firefied,1
Deee:,1
marrow,1
Small,1
spreadin',1
"Fleetwood,",1
"freak-a-leak,",1
frustrated,1
Trouble,1
"playaz,",1
"Batman.""",1
Littlest,1
"screaming,",1
gymnastics,1
wattn't,1
(straight,1
"rides,",1
"Hi!""",1
Darby,1
"tipping,",1
Amsterdam,1
Leanne,1
coast!,1
Gizzards,1
'Nuff,1
perpetrator,1
flush,1
whaddya,1
"Skeedaddle,",1
vu,1
tipping,1
wakka,1
cous'?,1
everybody!,1
bliss,1
"fear?"".",1
smuggler,1
rifle,1
keys),1
Gong),1
clutchin,1
Wessun,1
marlboros?,1
Dranking,1
Visa,1
"truck""",1
I..,1
"shrimps,",1
crawlin',1
Shack,1
Sound's,1
calliphilestrian,1
uncocked,1
"hollow-tip,",1
"party-rocking,",1
gentleman,1
fo-five,1
"D-O-Dubb,",1
dig),1
cent)],1
Cartegena,1
"unite,",1
"""Goddamn,",1
employees,1
"jumped,",1
byatiful,1
pellets,1
secure,1
Behavior,1
"paradise,",1
active,1
Dogg-gonit,1
Window,1
"ammo,",1
L-A-X,1
basketball.,1
Jon:,1
"low-key,",1
N****s,1
"21st,",1
swag!),1
socca,1
fi,1
"(uh-huh),",1
"warning,",1
Swakin,1
"Titanium,",1
cuase,1
sortin',1
"peal,",1
"Yesterday,",1
axis,1
test.,1
Fubu,1
functions,1
ma**icre,1
Skipped,1
mobbing,1
"Kingston,",1
"expression,",1
"dizzo,",1
"lighter,",1
sorrow,1
"inf,",1
Deee)],1
niche,1
lane),1
"progress,",1
bankin',1
deville,1
pound?,1
congregatin',1
commitin',1
brother.,1
tummy,1
i'll,1
more...imagine,1
innovate,1
cs,1
"getaway,",1
dots,1
"Mexico,",1
blessings,1
Folgers.,1
"crack-a-lack,",1
Sharper,1
Esse's,1
algebra,1
"annoying,",1
suga,1
(Cuss,1
we!,1
"Enticin',",1
stripper's,1
"Warren,",1
"Li-li,",1
sadie,1
(Huh),1
uh-huh!,1
transition,1
Lt,1
reviced,1
starvin',1
Therefore,1
Banks],1
[Girls],1
audible,1
scandalously,1
Band!,1
"poof,",1
Black?,1
"Buddha,",1
baths,1
Clips,1
Seesaw,1
walkway,1
carefully,1
Triple,1
chocolates,1
Invincibility,1
Knowin',1
cope.,1
Shiva,1
76,1
"makin',",1
resentin',1
Jenny,1
crackling,1
"Kurupter,",1
pryor,1
"cherry-o,",1
"mizzel,",1
"swift,",1
(pack,1
rat-tat-tat-tats,1
sprayin',1
westcoast,1
Build,1
KA-BOOM!!,1
"glam,",1
Shedding,1
Actions,1
pretendo,1
"disappears,",1
"chose,",1
"motivator,",1
"draw,",1
it;,1
potental,1
(fightin,1
Hammer's,1
Clinton],1
(ego,1
"Tim's,",1
P-Im,1
Bellektric,1
Shonda!!!,1
"Wh-what,",1
ex-dealer,1
"starin,",1
Graduation,1
"band-aids,",1
"you-S-see,",1
"mouse,",1
Why'see,1
exes,1
Erasing,1
backtalk,1
are-2-G,1
Gabbana,1
faucet,1
starch,1
it.),1
Funk-2-1,1
"gets,",1
(Mia,1
Taxes,1
Pacers,1
cuz),1
crabbing,1
downposed,1
tapita,1
swilla,1
Damme,1
x4),1
"Strokes,",1
clock?,1
(remix),1
"Talkin',",1
bittie,1
after-party,1
beeyatch,1
street),1
"calm,",1
hommie,1
supafly,1
nigga?...,1
hyper,1
"leanin',",1
L.A?,1
"talkn',",1
Verizon,1
taboo,1
"Dash,",1
Navy,1
laurent,1
network,1
begins,1
offerin',1
L-B-C's,1
customers,1
"light-weight,",1
architect,1
Snoopin,1
Alice,1
Tropicana,1
'jects,1
rotten,1
ream,1
Sculpted,1
dealers.,1
razors,1
wed,1
"codes,",1
"his,",1
Monique,1
would?a,1
"surrounding,",1
Blacker,1
helluva,1
"hurr,",1
mouthted,1
actúas,1
"ship,",1
"shrugged,",1
Libra,1
aka,1
"Mississizzle,",1
Davey,1
Shining,1
Sneaky,1
[Havoc],1
game...,1
thrills?...Can,1
Something's,1
bang).,1
grinds,1
175,1
"red-up,",1
pre-conceived,1
(Okay.),1
Joe/Snoop],1
glamor,1
squabbing,1
spea's,1
hibernator,1
{*singer,1
re-break,1
(Somehow,1
toasting,1
"scalpel,",1
rejoice,1
bad!),1
end.),1
area!),1
Compton!,1
Dent,1
breaststroke,1
"""Steelers""",1
misunderstood,1
"Wearin',",1
Howe,1
"two-step,",1
MJ,1
ahh!,1
N****z,1
"rewind,",1
did;,1
"Boi,",1
watin,1
definitions,1
flyness,1
bicthes,1
"subliminal,",1
fanatic,1
insured,1
"Jesse,",1
Lifestyle,1
"(Hello,",1
lonely),1
messin,1
"spitball,",1
(Mid,1
Bog,1
"alcohol,",1
"granted,",1
Scanners,1
timez,1
"loopy,",1
everbody,1
picture),1
hawking,1
"Texas,",1
booberry,1
detached,1
Waffles,1
(Spanish!),1
"Anyway,",1
B.I.G,1
"ESPN,",1
dumpster,1
"molecular,",1
bookings,1
"Gastando,",1
low-life,1
Truthfully,1
"postpone,",1
Clam,1
membrane's,1
"myself,hey",1
"wannabes,",1
Alfred,1
Rottweiler,1
pistolas,1
(Shoom!),1
butted,1
stunted,1
moovin,1
high'n,1
Shamiqa,1
(No),1
be?I'm,1
Fifteen's,1
oh)),1
"Rip-ridin',",1
"claims,",1
bud),1
Thriller's,1
that},1
"I?""",1
freakin,1
fade*},1
problem?,1
myself:,1
liz-ost,1
(gon',1
(fantasize),1
(ew!),1
"finger,",1
"Slowly,",1
bid-alls,1
action.,1
"faith,or",1
druggie's,1
"snails,",1
Pleadin',1
Cisco,1
"""penta""",1
"orange,",1
millionaire?,1
partay,1
Side?,1
"fishin',",1
monsters,1
"Jr.,",1
"Remix,",1
mutha-(uh),1
blutter,1
Nigerina,1
"""Um,",1
tweleve,1
Damon,1
"bowl,",1
y'knowhatI'msayin?,1
Gray,1
gizzurls,1
po-lice,1
"Spic,",1
"weeds,",1
six-shooter,1
spends,1
Impeccable,1
festivities,1
stickers,1
"waistline,",1
bodes,1
(phew),1
hitchhike,1
treatin',1
"hump,",1
"puppies,",1
"attire,",1
"Brrah,",1
liar),1
"pipes,",1
"Engine,",1
"hill,",1
Thug),1
petals,1
Tech-9's,1
blender,1
Thirsty,1
nutin',1
y'all's,1
breakfast),1
wham,1
cufi,1
[CHORUS,1
otha',1
"Swishahouse,",1
Gumbo,1
"flicks,",1
Callin',1
"rattlin,",1
"he-say,",1
lowriders,1
[Rpeats:,1
courtroom,1
click-clack,1
bills),1
catalog,1
Enyce,1
backdoor,1
penetrated,1
Provided,1
"zoned,but",1
playboy,1
"FreakNik,",1
"dope-fiends,",1
Hoodrat,1
"Kanika,",1
a'spark,1
Saudi,1
Main,1
beotches,1
rick,1
"cœur,",1
Cocoa,1
"Thanksgiving,",1
proceedings,1
GOT,1
T-Loc,1
"Hehe,",1
"""Snoop,",1
"high-school,",1
regroup,1
"""Diff'rent",1
"blade,",1
(thought,1
two-inch,1
simps,1
yapping,1
bumped,1
Danja!,1
Pepe,1
fixin',1
Tyler,1
Deacon,1
mickity,1
(On,1
Marijuana,1
"fingling,",1
bare-ly,1
boxing,1
"regulating,",1
"blueberries,",1
(I've,1
"rumble,",1
"Dussel,",1
step.,1
Halloween,1
dos,1
"flop,",1
swolling,1
suffery,1
doper,1
Overcrowd,1
"breezy,",1
newborn,1
"""Crunk",1
that...,1
Smooths,1
Cleo,1
"floatin',",1
Hookup,1
domes,1
sho'.,1
wanna...play,1
(until,1
DeLorian,1
imperialistic,1
Davin,1
cockin',1
crave,1
Motherf***ing,1
Genovese,1
"biz-out,",1
raza,1
sophomore,1
Hahahaha!!!,1
"props,",1
Knoc,1
"digital,",1
fukin,1
Calls,1
pinche,1
"Kiki,",1
rainology,1
lasso,1
Lyrically,1
dodgin',1
"poems,",1
candit,1
nee-ga,1
"shh""",1
"'07,",1
realated,1
torture,1
tide,1
grandma(grandmama,1
(G-Mix),1
[9,1
kickins,1
flarin',1
"fiendin',",1
explict,1
g-bitch,1
"D-P-GC,",1
"feller,",1
"thuggish,",1
D-O-,1
boo'll,1
busta',1
kisses,1
400,1
pinpoint,1
"breathe,",1
leaking,1
squeezed.,1
methods,1
singles,1
DMing,1
beeyotch,1
budget,1
joe,1
comforter,1
gentle,1
snuck,1
"Donna,",1
citizen,1
Usin',1
Coast-to-coast,1
"cherries,",1
nonstop,1
superfied,1
Snoopadellic,1
"swish,",1
Tim?,1
Cannot,1
F*CKER?,1
charts),1
face-to-face,1
U.S.,1
DOGG!),1
Oft,1
whore,1
"(haha,",1
"Lee,",1
Doggouse,1
(honey,1
baddest?,1
heaven's,1
scrapped,1
"straps,",1
"amazin,",1
bending,1
Coke!,1
incomplete,1
"Aka,",1
(hmm,1
momma!,1
bees,1
webay,1
spreak,1
buries,1
A'yo,1
"b-ball,",1
Roses,1
"eighty-fo',",1
beanie,1
conversations,1
analyze'd,1
stereo?,1
"beak,",1
followin',1
stilettos,1
"""Whatever's",1
Ladies....BE-YOTCH!,1
Train,1
swirve,1
Jordan,1
mc,1
recognizing,1
sailing,1
Stackin,1
D-O-G's,1
Zoe,1
remmey,1
greeze,1
"skit,",1
Hallelujah,1
illy,1
Cool's,1
mends,1
Cleopatra,1
fraudulent,1
"(Battlecat,",1
uhh...,1
dogg],1
Nollan,1
Scott',1
United,1
"""tha",1
body’s,1
Noah,1
Eastside...,1
Loc?,1
pussy-magnet,1
pink-eye,1
be-sack,1
Receiving,1
Breakfast,1
"Wu,",1
sig-a-nificant,1
remarked,1
"Soopa,",1
(mug,1
Connection,1
fixes,1
balling?,1
awww,1
"trafficking,",1
(tryin',1
should...,1
chronic),1
Sco,1
Slammin,1
kadeeja?,1
Crawl,1
kinfolks,1
Hugging,1
flockin,1
"""yeah!""",1
pasa,1
molases,1
Bus,1
revolvers'll,1
"Brooklyn,",1
K-you-are-you-P-T,1
"gun,is",1
headbangers,1
move...,1
with...,1
ninety-nine,1
repo,1
Providing,1
imaginary,1
yello',1
variation,1
sexie,1
verbally,1
Swerving,1
"bully,",1
"innovated,",1
"jar,",1
Grease,1
"edible,",1
waggin,1
Yank,1
25th,1
sufferin',1
"Psychological,",1
gums,1
renegotaite,1
'cuss,1
"ecstasy,",1
"violate,",1
buddy?,1
aime,1
slain,1
T.I.U,1
"Redman,",1
tadaa,1
oatmeal,1
Chili.,1
"Greens,",1
Shutting,1
reservations,1
cartel,1
Two-Face,1
intend,1
(C-Murder),1
J'brûle,1
buckets,1
Danas,1
Goldy-lo,1
Minor,1
T-H-C,1
moonrock,1
"hangout""",1
playa',1
stizop,1
lazy,1
creeped,1
Heartbreak,1
god),1
(DoggHouse),1
Fay,1
seez-ight,1
Tanadian,1
"stadium,",1
fondle,1
K-Mart,1
nigga',1
"Kalika,",1
shotty,1
"stitches,",1
pice,1
interesting,1
neighba,1
Brangin,1
reaction,1
(Gangster,1
Tim's,1
T.I,1
Lotus,1
Americas,1
Li,1
"chaos,",1
struck.,1
jenz,1
hallain,1
Welby,1
reign,1
"happenin'""",1
tooted,1
"hostage,",1
Throughout,1
harvey,1
whatever's,1
Beer,1
crepin,1
"""Mirror,",1
swisher,1
)the,1
(ladies),1
mechanism,1
Pingin',1
poor?,1
"""Pimp",1
"Emancipated,",1
"cargo,",1
scripted,1
Eddie's,1
reguarantee,1
band-aid,1
dealed,1
chuck,1
wrists,1
PlayBoy,1
Slickness,1
"huggin',",1
Knees,1
"sushi,",1
9/5/04,1
love},1
establish,1
"G'z,",1
windpipe,1
"detoxing,",1
Womack,1
"Solo,",1
monies,1
bolo,1
"connected,",1
smocking,1
"(oh,ya)",1
Yelled,1
"gots,",1
cadence,1
"frames,",1
(Who?,1
chubby,1
un-explanatory,1
dubbing,1
splurge,1
Pullin,1
beads-pipe,1
Faye,1
republic,1
"goons,",1
flexing,1
"substances,",1
River,1
pleased,1
up!!,1
"review,",1
facebook,1
"BlackTail,",1
laughing],1
"[NLS]-""Come",1
Gallop,1
Reverse,1
(sex,1
bobs,1
eagles,1
Puerto,1
Doggfather),1
cold-grown,1
Production,1
disable,1
keg,1
micky,1
before?),1
spa,1
V12's,1
ruckus,1
tear...they...looked,1
HIV.,1
outfront,1
"brandy,",1
(Chi-tizzle),1
motherf*cker'd,1
I.D.,1
"dealin,",1
G-C's,1
mayor.,1
L-I-M-I,1
"marathon,",1
(ignite),1
strizzaw,1
'upside,1
"""F*cK",1
Intro],1
"walking,",1
Wills,1
gurl.,1
humid,1
haps,1
grapple,1
pissy,1
parlayin',1
head.),1
"accounts,",1
lemme-lemme,1
(want),1
revoked,1
"gymnastics,",1
"agency,",1
"p****,",1
"seller,",1
"permisison',",1
(hmm-hmm),1
Church:,1
shy-like,1
Powly,1
apes,1
"Huh-huh,",1
two-fifty,1
"Off,",1
Wilson:],1
emorge,1
hat's,1
overnight,1
"connect,",1
Mixelplix,1
ryhming,1
Loc-,1
"Hoo-Bang,",1
fade)],1
struggle?,1
returns,1
Drill,1
two-time,1
audition,1
coats,1
Others,1
gangsta-ass,1
oh-la-la,1
bizzad,1
"cashews,",1
"flake,",1
lapsing,1
grasp,1
counter,1
(flat,1
Pressin,1
"porn,",1
hiz-erb,1
"scene'd,",1
Keno,1
library,1
"place!""",1
lower,1
un-,1
up-,1
ha-ha,1
"UP,",1
cushy,1
"(""Let",1
"bing,",1
Boots;,1
"Mille,",1
{what's,1
excel,1
"mama-jamma,",1
"gleam,",1
appealin,1
'74,1
steep,1
(Wraith),1
re-flake,1
Eastsidaz+,1
baserock,1
E's,1
D-P-Gs,1
Let'em,1
(don't),1
Nathal,1
(boy),1
"Academy,",1
"ending,",1
going?,1
"balloons,",1
H-doubleO-D,1
treinta,1
chronical,1
[50],1
ulterior,1
cape,1
"growin',",1
populating,1
Recess,1
o'clock.,1
Vuitton,1
Conquistando,1
Attitude,1
"minstral,",1
bomb-ity,1
Outro:,1
"stashing,",1
infatuated,1
goodness,1
"fluent""",1
"Ecstasy,",1
nombre,1
(girl),1
tuckin,1
dirty-ass,1
"This,",1
allow,1
Christy,1
"BFF,",1
"eggs,",1
Ooo,1
"PG,",1
motivated,1
Drivin',1
"pop""",1
soder,1
Although,1
Kim),1
"paid"",",1
Ward.,1
confined,1
Marquez)],1
poacher,1
then;,1
"J"",",1
"Plane,",1
(Whoa),1
2)],1
Adrenaline,1
Conjure,1
drool,1
axles,1
cross.,1
N.W.A's,1
hate...,1
left!,1
billion,1
traditionally,1
"pants,",1
x3,1
"shawty,",1
insted,1
"Orchestrated,",1
aren't,1
flexible,1
[Daddy,1
darn,1
Hate,1
chess,1
Tammi,1
Boyz],1
Clipper,1
"(Uh-huh,",1
Dizzel,1
center),1
(yay),1
pesky,1
a-swangin,1
"""Hit",1
swallowing,1
"passports,",1
"draft,",1
"contender,",1
*],1
Pina,1
scarf,1
cuddley,1
clarity,1
milkshake,1
emcees,1
Westcoast,1
himself?,1
lacin',1
tryin'a,1
worrying,1
Coupes,1
"Pre-medical,",1
Heartless,1
duration,1
rollout,1
(high,1
Ears,1
Bailin,1
"detox,",1
mase,1
Baker,1
Danielle,1
"Sensation,",1
spot?,1
(A)K,1
Roll-model,1
D-o-g-g,1
ta',1
X-L,1
Lines,1
cell.,1
Him.,1
"Overstated,",1
SPIT,1
"Major),",1
smilin,1
one-time,1
trajectory,1
grinin',1
probation,1
Tiltin',1
fong,1
don't},1
heart),1
cha'll,1
Killah,1
Kane:,1
"hip-happer,",1
"Carpet,",1
male,1
err'y,1
benefit,1
nizzame,1
bubbles,1
Daz...,1
"jacuzzi,",1
"scriblin',",1
"TI,",1
GCs,1
DPGC.,1
Wheather,1
"crook,",1
(nutty,1
"Retail,",1
Hocus-pocus,1
bilz-nack,1
Perfecting,1
Coronas,1
Cube's,1
(way),1
Multi,1
pussycat,1
"bath,",1
Hors,1
Intellect,1
Two:],1
Cootchie,1
"Professionalism,",1
door;,1
Har'ron,1
refusin',1
eons,1
"Divuchi,",1
"shiiit,",1
Jane!),1
"hometown?,",1
(Music,1
Coca-Cola,1
(Aw,1
"visitor,",1
instinct,1
yeah-yeah,1
fee's,1
bitches!,1
80's,1
"na-na,",1
Owning,1
wherree,1
Dark,1
castle,1
part-time,1
Mess,1
Billionaire,1
Infrared,1
Knight's,1
cubes,1
"Forreal-a,",1
happs,1
boppers',1
'dumb,1
'trolling,1
"impalas,",1
churching,1
anti-freeze,1
Charlotte,1
rollerz,1
O.G,1
"Budders,",1
Gilla,1
shuffle,1
Biff!,1
staggering,1
parent's,1
that'd,1
honeymoon,1
noggie,1
"(anyone,",1
Animal,1
pujam,1
backbones,1
gear's,1
imagin,1
Moral,1
Archbishop,1
deamons',1
"BITCH""",1
Skatin,1
Spliff-ted,1
Marcy,1
infermanently,1
Baggin,1
fav,1
g',1
"no,""",1
sprays,1
Second-hand,1
"Punks,",1
Side.,1
dimmer,1
bam!,1
(knife,1
rizzip,1
else?,1
widdit,1
Leatherface,1
cho',1
radios,1
"judges,",1
magically,1
Smiles,1
Potty,1
Men,1
cushions,1
debassa',1
Annihilate,1
"pearls,",1
vain,1
Professor,1
Cowards,1
footnote,1
Willin',1
medicated,1
"should,",1
"Fantastic,",1
marketin',1
ironically,1
toastin',1
Beeitch,1
"Cube,",1
"fights,",1
"ministas,",1
Shopping,1
"Frank,",1
g-file,1
"Thug,",1
carin,1
cautious,1
Jodeci,1
kinky,1
"(momma,",1
4HUnnid,1
Sharpe,1
[phone,1
'for,1
wholezip,1
(shame,1
Millimeter,1
hommes,1
tiered,1
whoopin,1
I'mm,1
J'monte,1
thinkin’,1
loco.,1
shoot'em,1
cuhz,1
behavior.,1
"Serv-D,",1
rubble,1
Brought,1
"droppin',",1
Extract,1
Romans,1
bras,1
G-funk,1
Chi-I-cago,1
No!),1
watts,1
poles,1
giddy,1
loc'est,1
brotha's,1
Comment,1
"Rerun,",1
(1,1
nod,1
DogHouse,1
carin'),1
5-Apr,1
jigga,1
Aiy-yo-yo-yo,1
wishers,1
yinta,1
Resident,1
"Makaveli,",1
city.,1
sitcom,1
"yee,",1
"thinkin,",1
Pirus?,1
"Sandy,",1
"politicians,",1
estrogen,1
"Whip,",1
hemp,1
4-Tay],1
"sharks,",1
traded,1
carryin,1
return?,1
"fads,",1
"holds,",1
"attracted,",1
"ese,",1
"stoned,",1
Pistons,1
W-W-W-West,1
"Luda-verse,",1
Consequences,1
Graduated,1
Why'all,1
Draw,1
sockin,1
(young,1
mujer,1
"Limping,",1
Cabo?,1
Baseball,1
"addicted,",1
"""ay",1
7-Feb,1
order?,1
eater,1
bordin',1
"""Yes,",1
"be-bop,",1
"""40",1
Tied,1
was?),1
[Unverified],1
oppose,1
why'knowhatI'msayin'?,1
"duckin,",1
Colada,1
"flee,",1
"cavvy,",1
"""W""",1
"bird,",1
locals,1
"perspective,",1
Folks,1
mills,1
"dope-dealin',",1
"niggets,",1
Lifted,1
strolling,1
Babyface,1
"[MP]-""I'm",1
so?,1
prevail,1
"whoopin,",1
"smiled,",1
glo,1
P.O.'d,1
"peon,",1
"thighs,",1
predicament,1
smirkin',1
211,1
state.,1
rivalry,1
Laughing,1
Drumming,1
"McCoy""",1
Lounge,1
License,1
Shit...,1
knockas,1
[f*ck,1
"(One,",1
"duggin,",1
delinquents,1
real!,1
shiggy,1
"designer,",1
theme,1
"this""—hit",1
wilshire,1
"stayed,",1
grad,1
(몰라),1
Thirst,1
Flashy,1
"prediction,",1
dégoûtent,1
"Bi-coastal,",1
Tootsie,1
contacts,1
do-low,1
"tires,",1
(motha,1
wrist's,1
"lowridin?,",1
two-face,1
ric,1
latch,1
"Stunna,",1
más,1
bummy,1
(1X,1
chauffeurs,1
"aw,",1
"lo-lo,",1
"Nick-nack,",1
feat.,1
Shittin',1
Choppa,1
spleen,1
weeds,1
showdown?,1
boweezy,1
lump,1
viewed,1
knockouts,1
fades,1
immaculate,1
unselectable,1
Shadi,1
"brief,",1
eata,1
"witnesses,",1
first.,1
"backwards,",1
Pockino,1
Souls,1
caped,1
squirming,1
Versatile,1
'o,1
skit,1
"prevail,",1
Whippin',1
evers,1
gizze,1
biff!,1
niggaro,1
rich...,1
"Bam,",1
"rippin',",1
Are-A-G,1
Christian,1
Papi),1
chinky;,1
"t-shirts,",1
showdown,1
smacker,1
shellshocked,1
fella's,1
"suit""",1
eastsidin,1
slipperdy,1
needy-greedy's,1
"Clippers,",1
replied,1
fundamental,1
"Navs,",1
"bundles,",1
"Bikinis,",1
Concrete,1
fetty,1
standout,1
"busters,",1
coasting,1
Mayor,1
"no),",1
cookout!Cookout!,1
"crizzime,",1
Justin,1
Bo,1
"sleeve,",1
maternity,1
Few,1
Wang,1
Danger!,1
"swishers,",1
"soulja,",1
Bakin',1
"+Boss+,",1
"whammy,",1
Dinkins,1
"route,",1
friendzone,1
Chucky,1
nó,1
"Bro,",1
detention,1
performing,1
Deny,1
"Landy,",1
"Hootin',",1
Dump,1
"jam,",1
hard-headed,1
"cutthroat,",1
refrigerator,1
Fixin',1
jumpin?,1
"Timble,",1
"Destiny,",1
{diamond,1
Loc's,1
outrun,1
"Keesha,",1
"f*ck""",1
[Snoop]:Now,1
breasts,1
clientel,1
501's,1
Frankie,1
"O.G.'s,",1
regulars,1
squeezer,1
stroll),1
hang-boogie,1
baby.,1
Felisha,1
aroundI'm,1
"pacin',",1
"finish,",1
guzzlin',1
far),1
"distance,",1
brah,1
"standouts,",1
recognise,1
"ha),",1
truth!,1
Ralo,1
bang),1
don't'cha,1
snaggled,1
exclusive,1
"puissant,",1
butler,1
Lose,1
"homies""",1
(Check,1
bulshit,1
Ant,1
"era,",1
Crooked-ass,1
dole,1
Murf,1
hutch,1
payday,1
tongiht,1
Hugh,1
"folk,",1
stiches,1
"Bugatti's,",1
Sayin,1
2-1-3s,1
Jamie,1
"Nonetheless,",1
trumped,1
man...,1
"wholes,",1
whistlin',1
"boogy,",1
bouts,1
"steroids,",1
Le,1
Valeted,1
keith,1
bitten,1
"deedin',",1
soy,1
qu'à,1
telescope?,1
jeffersons,1
flashed,1
"Prepare,",1
"livest,",1
Bloody,1
bobbin,1
"dyin,",1
crossin',1
COME,1
See-murder,1
Eastdide,1
'Hi',1
"T-L,",1
'f*ck,1
infectious!),1
Dizzay,1
"strains,",1
"Bouncin,",1
alll,1
Neighborhoods,1
tip-top,1
mam,1
mista.,1
making',1
yip-yappin,1
Snoopyy,1
separated,1
wannabe's,1
erratically,1
safes,1
"available,",1
Rollie,1
(hayyyy!),1
green-ster,1
"sermons,",1
A-ooh-ah-ooh,1
yelled,1
gaggin',1
"Bing,",1
wannabies,1
swollowin',1
Ive,1
Yesssirrr!,1
end;,1
legacy?,1
Cangri!,1
repeatedly,1
O'Reilly,1
cocktail,1
Magenta,1
it...that's,1
unfamiliar,1
"Trick,",1
"grader,",1
o-so-off,1
"Homey""",1
